name
I."ENST00000498666";21_46323280_46323450-242=171=181//P05107
E."ENST00000356331";4_2825122_2825300-103=179=118//P78314
E."ENST00000355369";11_64813917_64813998-174=82=92//Q9UQQ1
E."ENST00000299179";10_102743791_102743831-63=41=227//Q8N983
E."ENST00000339123";20_4167390_4167479-161=90=478//Q9NWM0
E."ENST00000369683";10_111652770_111652833-105=64=125//Q9NQW7
E."ENST00000369683";10_111652770_111652833-105=64=125//Q9NQW7
E."ENST00000556189";14_90769064_90769469-134=406=448//Q9H7Z3
E."ENST00000565316";16_28490783_28490907-141=125=94//Q13286
E."ENST00000565316";16_28490965_28491086-141=122=94//Q13286
E."ENST00000561689";16_28502803_28502881-97=79=46//Q13286
E."ENST00000491767";3_158310223_158310370-185=148=84//P58340
E."ENST00000577353";17_43906927_43907013-107=87=121//Q76LL8
E."ENST00000589602";17_34805874_34806096-40=223=86//B9A6J9
E."ENST00000592614";17_34799540_34800168-153=629=95//A0A087WXS9
E."ENST00000592614";17_34799540_34799639-153=100=95//A0A087WXS9
E."ENST00000420433";4_57516849_57516978-809=130=156//Q9BPY8
E."ENST00000593484";19_19021780_19021880-100=101=63//O14579
E."ENST00000480006";10_86232788_86232902-87=115=90//Q9H7U1
E."ENST00000429686";11_72415197_72415379-175=183=86//Q96P48
E."ENST00000338163";20_34328447_34328519-50=73=64//Q5RC80
E."ENST00000514972";4_103833165_103833286-107=122=176//Q4ZJI4
E."ENST00000376815";6_29797195_29797470-270=276=117//P17693
E."ENST00000412844";1_161206249_161206388-131=140=61//A2T7D9
E."ENST00000466759";1_27657476_27657628-85=153=32//Q9H0R3
E."ENST00000348850";10_103588576_103588603-70=28=125//Q9NS61
E."ENST00000490425";3_52505307_52505504-49=198=164//Q9Y2I1
E."ENST00000446122";7_137230646_137230708-101=63=200//O75912
E."ENST00000561651";16_2256744_2256930-163=187=76//Q9BVC4
E."ENST00000409080";2_173337502_173337618-132=117=211//Q61739
E."ENST00000478744";3_63431220_63431252-137=33=125//P22831
E."ENST00000460711";3_63547076_63547187-199=112=192//Q8TBG9
E."ENST00000467872";1_41946372_41946546-49=175=99//P20800
E."ENST00000460255";1_41949421_41949472-123=52=39//P20800
E."ENST00000595465";19_15509441_15509577-142=137=109//Q9ULX6
E."ENST00000597599";18_32337122_32337252-68=131=81//Q9Y4J8
E."ENST00000421911";2_162758538_162758674-101=137=175//Q6U841
E."ENST00000334697";18_1273362_1273534-70=173=112//Q9BZP3
E."ENST00000320865";17_80963451_80963547-96=97=66//Q67FW5
E."ENST00000540756";21_38493537_38493642-55=106=163//P53804
E."ENST00000557205";14_74422154_74422212-135=59=124//Q9Y2Z9
E."ENST00000504730";4_71894340_71894436-91=97=1563//P27707
E."ENST00000415051";7_43967613_43967710-67=98=64//Q9Y2X8
E."ENST00000259053";2_160637946_160638043-117=98=111//Q8IX05
E."ENST00000358965";11_71719138_71719191-247=54=158//Q14980
E."ENST00000351960";11_71723941_71727306-69=3366=123//Q14980
E."ENST00000415744";16_66802007_66802071-96=65=347//Q8NA31
E."ENST00000367322";1_201331514_201331522-110=9=111//P13789
E."ENST00000334866";1_144617150_144617252-173=103=215//Q3BBV2
E."ENST00000514622";4_106853771_106853860-93=90=120//Q5RBP1
E."ENST00000382892";4_1944066_1944159-125=94=132//O96028
E."ENST00000447511";10_47679694_47679902-79=209=90//A6NF34
E."ENST00000583675";17_15619373_15620627-93=1255=141//Q9HBT8
E."ENST00000378787";13_46919582_46919735-91=154=62//Q9H714
E."ENST00000421100";7_100391442_100391640-75=199=139//Q9Y493
E."ENST00000552816";12_58140133_58140231-81=99=132//Q12999
E."ENST00000462409";13_20056628_20056687-100=60=54//Q6XPS3
E."ENST00000462409";13_20048054_20048215-100=162=54//Q6XPS3
E."ENST00000486965";19_55325145_55325197-294=53=676//Q99706
E."ENST00000344640";10_64425889_64425962-91=74=168//Q70YC4
E."ENST00000565443";15_72541586_72541655-80=70=73//Q6P6P7
E."ENST00000565443";15_72546055_72546103-68=49=66//Q5RDU4
E."ENST00000250066";17_5042266_5042476-153=211=420//P35125
E."ENST00000367256";6_152466622_152466690-143=69=334//Q8NF91
E."ENST00000539410";12_101004786_101005041-116=256=142//Q86XJ1
E."ENST00000432829";9_220748_220863-165=116=103//Q5T8R8
E."ENST00000448638";2_98804438_98804592-197=155=139//Q502W6
E."ENST00000523539";8_141679826_141679834-156=9=107//Q05397
E."ENST00000523539";8_141779674_141779691-57=18=53//Q05397
E."ENST00000340930";8_141772467_141772487-98=21=57//Q05397
E."ENST00000454523";1_155644476_155644609-172=134=87//Q9H869
E."ENST00000533022";12_10279639_10279688-138=50=99//Q9BXN2
E."ENST00000338525";X_152720335_152720511-115=177=225//Q99871
E."ENST00000402951";X_152711057_152711102-745=46=116//Q9BQ50
E."ENST00000370232";X_152711467_152711569-745=103=162//Q9BQ50
E."ENST00000377110";9_73240398_73240433-141=36=51//Q9HCF6
E."ENST00000426920";19_38905488_38905763-81=276=154//Q8TDF6
E."ENST00000571139";17_3442863_3442939-141=77=177//Q8NET8
E."ENST00000467087";4_27009605_27009628-168=24=101//P83093
E."ENST00000573857";16_10902394_10902463-90=70=80//A6NH52
E."ENST00000573857";16_10868809_10868953-90=145=80//A6NH52
E."ENST00000421719";7_89983772_89983863-194=92=145//A4D1E9
E."ENST00000430270";7_73111796_73111846-59=51=90//O43709
E."ENST00000392296";2_198623666_198623731-48=66=72//Q8N9W6
E."ENST00000413091";2_213881647_213881768-144=122=77//Q9UKS7
E."ENST00000374327";2_213886368_213886444-144=77=138//Q9UKS7
E."ENST00000435274";1_52205815_52205883-77=69=96//Q5R9W4
E."ENST00000358577";6_109771503_109771760-116=258=101//Q8TDZ2
E."ENST00000567723";16_67410630_67410775-166=146=124//Q1X8D7
E."ENST00000563189";16_67396087_67396208-89=122=125//Q1X8D7
E."ENST00000483731";16_2163042_2163060-176=19=132//P98161
E."ENST00000545985";11_118896402_118896467-139=66=114//O43826
E."ENST00000526275";11_118896402_118896467-139=66=114//O43826
E."ENST00000570136";16_2588620_2588772-116=153=261//O15530
E."ENST00000492948";3_152174056_152174150-36=95=57//Q9JKP5
E."ENST00000465907";3_152175919_152175982-95=64=57//Q5ZKW9
E."ENST00000569319";16_70381778_70381893-144=116=49//Q9NUU7
E."ENST00000375961";9_88941286_88941406-181=121=153//Q5VYS8
E."ENST00000457188";16_66605040_66605173-159=134=99//Q8IZ96
E."ENST00000377840";9_36923352_36923481-102=130=176//Q02650
E."ENST00000523241";9_36923352_36923481-87=130=176//Q02650
E."ENST00000523241";9_36882001_36882102-87=102=176//Q02650
E."ENST00000450534";3_10320348_10320444-184=97=150//Q93075
E."ENST00000281087";1_198505809_198505826-101=18=117//Q96LB4
E."ENST00000394998";16_31047020_31047082-71=63=109//Q12846
E."ENST00000380714";X_11316223_11316264-48=42=42//Q99217
E."ENST00000397391";5_35086310_35086442-170=133=87//P16471
E."ENST00000343542";4_159531785_159531837-72=53=72//Q5R5V8
E."ENST00000358719";20_2955861_2955887-342=27=85//P18433
E."ENST00000416101";17_67189955_67190130-120=176=111//Q8WWZ4
E."ENST00000420290";22_20040960_20041074-120=115=71//Q6ICL3
E."ENST00000444651";22_20049053_20049206-71=154=105//Q6ICL3
E."ENST00000483399";1_110231670_110231751-65=82=101//P09488
E."ENST00000418114";2_204341799_204341879-78=81=506//Q70E73
E."ENST00000418114";2_204334962_204335036-78=75=506//Q70E73
E."ENST00000298892";12_30864673_30864716-64=44=101//Q6IMN6
E."ENST00000484973";9_108275880_108275912-130=33=98//Q9BXM9
E."ENST00000563892";16_84749801_84749864-117=64=69//Q14694
E."ENST00000538354";12_3042584_3042696-204=113=115//O75386
E."ENST00000416870";3_57893611_57893733-60=123=75//Q28623
E."ENST00000589544";18_31708813_31708853-112=41=150//P60954
E."ENST00000506018";1_161206249_161206388-131=140=123//A2T7D9
E."ENST00000355254";15_88428925_88428966-159=42=244//Q5IS37
E."ENST00000405430";2_243503_243562-113=60=65//B0BNA1
E."ENST00000320442";12_58018283_58018389-96=107=117//Q8NG04
E."ENST00000360135";15_43857065_43857190-138=126=91//Q6PFW1
E."ENST00000433728";22_29099493_29099554-100=62=54//O96017
E."ENST00000417588";22_29115383_29115473-109=91=148//O96017
E."ENST00000446906";10_21977420_21977467-33=48=179//P55197
E."ENST00000488337";11_116731990_116732099-340=110=86//Q9Y2K2
E."ENST00000432949";1_16895568_16895731-52=164=52//Q3BBV0
E."ENST00000592077";16_4776980_4777178-122=199=172//Q6ZW76
E."ENST00000590193";16_4776660_4776781-82=122=199//Q6ZW76
E."ENST00000598744";19_57866639_57866779-127=141=2751//Q9HCX3
E."ENST00000443917";19_57864023_57864103-372=81=127//Q9HCX3
E."ENST00000573432";17_18770595_18770647-151=53=67//O60256
E."ENST00000371000";1_67855712_67855811-91=100=1354//Q99665
E."ENST00000369327";6_91254271_91254351-65=81=130//A2VDU3
E."ENST00000373775";X_70679000_70679101-126=102=157//P21675
E."ENST00000437147";X_70674857_70674862-117=6=126//P21675
E."ENST00000378258";10_14984113_14984434-60=322=85//Q5R6Z9
E."ENST00000378249";10_14991035_14991086-85=52=147//Q5R6Z9
E."ENST00000378278";10_14989524_14989608-85=85=52//Q5R6Z9
E."ENST00000378278";10_14987434_14987564-85=131=52//Q5R6Z9
E."ENST00000266497";12_18515698_18515820-196=123=132//O75747
E."ENST00000523669";8_86041410_86041614-149=205=140//Q9C099
E."ENST00000369070";6_106756239_106756366-79=128=166//Q3MQ06
E."ENST00000539125";10_97599448_97599565-128=118=160//P49961
E."ENST00000508305";5_141041610_141041822-106=213=164//Q8WWN8
E."ENST00000379862";13_36869915_36869994-111=80=115//A6NNP5
E."ENST00000460898";X_152720335_152720511-115=177=107//Q99871
E."ENST00000433107";11_60777044_60777346-312=303=66//P30203
E."ENST00000357901";19_11888931_11888994-127=64=64//Q8N8Z8
E."ENST00000346403";15_25212176_25212387-96=212=151//Q9XS97
E."ENST00000374075";9_117130480_117130526-155=47=157//Q7Z591
E."ENST00000368340";1_155649719_155649799-104=81=41//Q9H869
E."ENST00000368330";1_155657862_155657992-41=131=71//Q9H869
E."ENST00000359205";1_155650207_155650247-104=41=131//Q9H869
E."ENST00000359205";1_155650173_155650247-104=75=131//Q9H869
E."ENST00000510196";4_144923724_144923847-99=124=74//P06028
E."ENST00000510196";4_144929545_144929602-99=58=74//P06028
E."ENST00000511198";4_144921536_144921628-39=93=99//P06028
E."ENST00000454864";7_103020927_103020996-93=70=107//Q9JKQ2
E."ENST00000445809";7_103033366_103033513-114=148=83//P58743
E."ENST00000382653";Y_24034775_24034952-153=178=104//A6NEQ0
E."ENST00000368383";1_155151285_155151322-122=38=303//Q7Z4K8
E."ENST00000004980";12_48482946_48483076-160=131=85//Q9P0U3
E."ENST00000413835";11_63671458_63671619-98=162=258//O08679
E."ENST00000556582";14_75349294_75349327-101=34=49//P36957
E."ENST00000330014";11_83191415_83191456-51=42=46//Q63622
E."ENST00000456595";22_46751887_46751969-145=83=496//O75648
E."ENST00000353088";20_1436359_1436364-166=6=75//O35987
E."ENST00000439975";3_10331446_10331559-109=114=76//A0MLS4
E."ENST00000439975";3_10331446_10331562-109=117=76//A0MLS4
E."ENST00000342951";19_43683031_43683309-279=279=366//Q15238
E."ENST00000523857";8_142444924_142445026-75=103=123//Q6ZUA9
E."ENST00000521053";8_142499797_142499937-53=141=160//Q6ZUA9
E."ENST00000581621";17_7476718_7476865-39=148=49//Q5R5F5
E."ENST00000424649";12_120653363_120653464-171=102=136//Q66H76
E."ENST00000368615";10_134162467_134162561-373=95=147//Q9C0I9
E."ENST00000473151";20_9385960_9385995-101=36=142//Q15147
E."ENST00000541172";9_130931902_130931979-114=78=88//Q9ULV3
E."ENST00000541172";9_130952608_130952723-72=116=175//Q9ULV3
E."ENST00000349624";2_1480858_1481376-207=519=259//P07202
E."ENST00000335858";17_33434385_33434466-96=82=62//O75771
E."ENST00000538556";17_33997876_33997917-193=42=147//P62944
E."ENST00000535516";13_111296412_111296529-207=118=99//Q9HA77
E."ENST00000358944";Y_24058316_24058493-153=178=104//A6NEQ0
E."ENST00000307236";2_11595468_11595600-217=133=55//O75461
E."ENST00000266110";9_134494438_134494593-89=156=203//Q13905
E."ENST00000473533";10_69747800_69747901-120=102=173//Q5GLZ8
E."ENST00000355438";15_43924915_43925126-165=212=57//Q96P56
E."ENST00000355438";15_43924915_43925132-165=218=57//Q96P56
E."ENST00000434513";1_17961043_17961057-146=15=182//Q5R5M3
E."ENST00000350792";14_21491023_21491064-106=42=81//A5A6K6
E."ENST00000541022";12_121593039_121593177-169=139=69//Q99572
E."ENST00000535600";12_121603861_121603990-81=130=91//Q99572
E."ENST00000409515";2_202941655_202941822-285=168=160//Q0VF49
E."ENST00000590114";17_43161026_43161123-109=98=145//Q5RAF3
E."ENST00000466947";3_100514648_100514695-81=48=60//Q7Z7G0
E."ENST00000564105";16_88776346_88776424-75=79=60//Q2VPK5
E."ENST00000586017";19_885770_886201-106=432=170//Q9Y2X0
E."ENST00000592943";19_876974_877180-211=207=212//Q9Y2X0
E."ENST00000395117";3_50375336_50375454-105=119=286//Q9NS23
E."ENST00000525422";11_18021041_18021119-114=79=61//Q9UGK8
E."ENST00000590078";17_40880843_40880970-129=128=91//Q92800
E."ENST00000335257";17_65683182_65683300-64=119=958//Q9UKF7
E."ENST00000486813";2_220111379_220111598-190=220=134//O75716
E."ENST00000481600";10_127430789_127430914-201=126=219//Q3B7T1
E."ENST00000280020";18_34664088_34664195-656=108=182//Q86T90
E."ENST00000545417";1_44290403_44290564-43=162=93//P61132
E."ENST00000375618";11_111395608_111395688-71=81=60//Q6PI97
E."ENST00000482229";3_112728345_112728431-260=87=62//Q6NW34
E."ENST00000592315";6_170153413_170153468-39=56=169//Q5T6L9
E."ENST00000561470";15_75183320_75183376-128=57=201//A5A6K3
E."ENST00000592603";19_55831759_55831826-128=68=60//A6NC51
E."ENST00000544354";12_7060627_7060683-272=57=123//P81718
E."ENST00000279477";20_1583741_1583853-115=113=333//Q5TFQ8
E."ENST00000264750";4_1291744_1291903-92=160=183//Q5R532
E."ENST00000426057";5_135610361_135610525-217=165=778//Q9HCX4
E."ENST00000513587";5_176450161_176450235-179=75=104//Q9UL40
E."ENST00000549622";19_15789071_15789139-199=69=54//Q9HCS2
E."ENST00000341822";1_154313013_154313019-197=7=209//P98198
E."ENST00000533119";1_53493641_53493743-78=103=130//P07857
E."ENST00000587460";19_1371233_1371389-437=157=89//Q2TAK8
E."ENST00000415183";19_1358587_1358699-71=113=897//Q2TAK8
E."ENST00000278187";11_22752877_22752942-142=66=64//O43903
E."ENST00000341618";21_30505627_30505735-143=109=62//P57077
E."ENST00000345365";17_33433147_33433268-91=122=96//O75771
E."ENST00000538955";11_113570684_113570890-99=207=125//Q9H3S3
E."ENST00000240361";17_56725353_56725473-115=121=137//Q8IWB6
E."ENST00000419037";7_99754009_99754172-155=164=83//Q8WVR3
E."ENST00000419037";7_99755256_99755385-87=130=96//Q3UTZ3
E."ENST00000552738";12_62864481_62864558-471=78=64//Q7Z3U7
E."ENST00000506928";5_74864502_74864615-120=114=153//Q9UBT6
E."ENST00000510815";5_74877863_74877948-240=86=125//Q9UBT6
E."ENST00000361311";1_9816539_9816568-196=30=123//Q6Q0N0
E."ENST00000302783";11_118398637_118398771-141=135=189//A6NLP5
E."ENST00000394634";4_110679092_110679115-21=24=111//P05156
E."ENST00000399228";15_52641015_52641023-101=9=228//Q99104
E."ENST00000368417";6_124443023_124443086-114=64=138//Q5VXU1
E."ENST00000377662";6_26423627_26423987-345=361=282//Q96KV6
E."ENST00000428554";1_43023810_43023947-250=138=180//Q5VVM6
E."ENST00000444297";2_18745111_18745385-264=275=185//Q9HBH5
E."ENST00000494302";X_153184286_153184507-102=222=163//P98171
E."ENST00000477186";9_127828269_127828337-132=69=45//Q8N9R8
E."ENST00000381795";4_40438458_40438664-212=207=1154//Q5R5P4
E."ENST00000525372";11_118896402_118896467-139=66=114//O43826
E."ENST00000399208";21_37429682_37429775-96=94=158//Q9NVD3
E."ENST00000535777";X_40458188_40458270-54=83=150//Q5R563
E."ENST00000369643";X_153740638_153740735-24=98=114//Q5R5C3
E."ENST00000559237";15_56946929_56947040-119=112=63//Q6N043
E."ENST00000515297";5_41005239_41005418-147=180=115//Q7Z745
E."ENST00000412371";7_48030607_48030642-93=36=168//Q95LV7
E."ENST00000297325";7_48030607_48030642-93=36=168//Q95LV7
E."ENST00000305762";10_75599297_75599359-44=63=43//Q923T9
E."ENST00000527619";11_16117542_16117664-150=123=80//Q5RCU4
E."ENST00000495723";15_42677877_42678154-70=278=119//P20807
E."ENST00000509505";4_166965517_166965585-146=69=196//O43897
E."ENST00000357730";1_44477233_44477394-157=162=279//P28572
E."ENST00000479554";2_242577676_242577785-32=110=102//Q8BGE6
E."ENST00000419606";2_242591299_242591389-72=91=99//Q9Y4P1
E."ENST00000398547";1_32209794_32209958-165=165=84//Q5R7Y0
E."ENST00000398556";1_32200784_32200882-172=99=86//Q5R7Y0
E."ENST00000456297";20_31393144_31393213-86=70=1594//Q9UBC3
E."ENST00000437029";2_111902065_111902097-394=33=104//O43521
E."ENST00000452231";2_111887709_111887824-124=116=104//O43521
E."ENST00000361493";2_111918996_111919127-104=132=99//O43521
E."ENST00000529966";11_775066_775142-106=77=85//Q8NB37
E."ENST00000378615";11_47025916_47026007-103=92=131//Q5RC14
E."ENST00000414964";7_100606196_100606311-181=116=65//Q02505
E."ENST00000379245";2_36783120_36783203-66=84=76//Q9UHY8
E."ENST00000379245";2_36808648_36808733-142=86=117//Q9UHY8
E."ENST00000441005";2_36787928_36788008-76=81=269//Q9UHY8
E."ENST00000354356";7_103033366_103033513-114=148=83//P58743
E."ENST00000437932";4_95498359_95498376-92=18=173//Q96HC4
E."ENST00000437932";4_95506137_95506154-92=18=173//Q96HC4
E."ENST00000348750";2_127818172_127818216-145=45=83//O00499
E."ENST00000259238";2_127809831_127809938-90=108=129//O00499
E."ENST00000556918";10_84714947_84714989-103=43=127//P56975
E."ENST00000217333";20_35783466_35783570-136=105=96//Q9H579
E."ENST00000536730";X_69650824_69650976-149=153=148//Q9HCC8
E."ENST00000481858";Y_24323241_24323418-153=178=104//Q15415
E."ENST00000439453";22_26862017_26862070-97=54=37//Q9NQG7
E."ENST00000591420";17_34251608_34251776-86=169=123//Q8NG50
E."ENST00000591420";17_34249581_34249679-86=99=123//Q8NG50
E."ENST00000578674";17_30372719_30372837-75=119=141//Q96QE4
E."ENST00000346027";17_60651706_60651771-153=66=67//O55047
E."ENST00000510722";5_52374602_52374704-84=103=111//P17301
E."ENST00000509814";5_52368948_52369089-83=142=93//P17301
E."ENST00000392151";15_41526337_41526432-211=96=73//P61023
E."ENST00000426700";6_10685082_10685156-46=75=199//Q5T4I8
E."ENST00000518824";6_43748469_43748522-30=54=132//P49151
E."ENST00000449750";Y_27029911_27029982-72=72=72//Q9NR90
E."ENST00000241891";10_88416952_88416984-146=33=134//Q9UHM6
E."ENST00000343844";11_49207221_49207407-94=187=126//Q04609
E."ENST00000398225";21_44117525_44117600-78=76=44//H2QL32
E."ENST00000497805";21_44152180_44152234-180=55=71//O76083
E."ENST00000590465";19_33355535_33355682-243=148=198//P82251
E."ENST00000590465";19_33355535_33355682-243=148=198//P82251
E."ENST00000378843";6_17790103_17790141-100=39=147//Q9EQW7
E."ENST00000580219";17_46190113_46190235-87=123=101//Q9Y5W9
E."ENST00000378209";1_3789578_3789701-101=124=1923//O76075
E."ENST00000263604";9_138677156_138677176-129=21=325//Q5JUK3
E."ENST00000545385";5_139245134_139245210-59=77=121//P56974
E."ENST00000361474";5_139244700_139244758-103=59=77//O14511
E."ENST00000445668";21_40627571_40627754-94=184=186//Q9NSI6
E."ENST00000345253";10_4879651_4879773-135=123=84//Q96JD6
E."ENST00000400155";18_3656084_3656113-374=30=241//O14490
E."ENST00000236040";1_43222072_43222126-90=55=140//Q32P28
E."ENST00000475776";21_47738699_47738875-209=177=1231//P58505
E."ENST00000355233";9_8437198_8437239-98=42=113//P23468
E."ENST00000397617";9_8454580_8454594-113=15=161//P23468
E."ENST00000397617";9_8454580_8454591-113=12=161//P23468
E."ENST00000397611";9_8527345_8527353-18=9=189//Q64487
E."ENST00000406164";3_139294425_139294836-83=412=184//Q96T66
E."ENST00000361536";X_1422816_1422912-136=97=82//P15509
E."ENST00000466833";9_99607172_99607298-102=127=59//Q6ZMW2
E."ENST00000380887";14_76965069_76965255-239=187=204//O95718
E."ENST00000314367";9_150509_150725-57=217=45//A6NM15
E."ENST00000314367";9_161567_161653-47=87=38//A6NM15
E."ENST00000376478";6_30608312_30608380-46=69=72//Q58CX6
E."ENST00000343816";3_10420927_10420968-159=42=60//Q01814
E."ENST00000553379";4_57516849_57516978-802=130=156//Q9BPY8
E."ENST00000381255";4_57516849_57516978-800=130=156//Q9BPY8
E."ENST00000490034";1_21013881_21014437-81=557=148//Q9P2E2
E."ENST00000262963";19_5216731_5216778-98=48=113//Q64605
E."ENST00000541505";11_60708594_60708762-159=169=111//Q8IY34
E."ENST00000347967";17_44071290_44071343-127=54=266//Q9MYX8
E."ENST00000351559";17_44060544_44061296-66=753=56//Q9MYX8
E."ENST00000398897";21_39817327_39817544-152=218=86//P11308
E."ENST00000398897";21_39817327_39817544-152=218=86//P11308
E."ENST00000441265";3_37050305_37050396-73=92=43//P40692
E."ENST00000370819";6_55942891_55942986-45=96=54//Q96P44
E."ENST00000374384";20_33997148_33997270-105=123=34//Q9NVA1
E."ENST00000558588";15_40582226_40582283-87=58=96//Q00722
E."ENST00000493670";7_35919206_35919329-135=124=118//Q6GLZ5
E."ENST00000524522";11_118404135_118404266-291=132=31//Q86YD3
E."ENST00000494208";14_70527553_70527656-125=104=1846//P57103
E."ENST00000580968";17_26888440_26888647-143=208=92//Q96S52
E."ENST00000467538";7_116738667_116738869-412=203=83//Q1RLU8
E."ENST00000431008";17_44060544_44061296-66=753=56//Q9MYX8
E."ENST00000431008";17_44071290_44071343-127=54=266//Q9MYX8
E."ENST00000371559";9_140042604_140042666-177=63=101//Q05586
E."ENST00000491009";17_16342895_16343017-88=123=69//Q8N1F1
E."ENST00000491009";17_16342842_16343017-88=176=69//Q8N1F1
E."ENST00000495265";5_883466_883565-76=100=133//Q9H8M2
E."ENST00000495265";5_888350_888522-111=173=145//Q3UQU0
E."ENST00000368586";10_134624089_134624225-81=137=82//Q8IYW2
E."ENST00000535141";15_66801179_66801230-433=52=96//Q5RA78
E."ENST00000557724";14_88857942_88858102-75=161=96//Q9P0W8
E."ENST00000395438";10_55949124_55949144-135=21=207//Q96QU1
E."ENST00000294753";1_247486000_247486108-133=109=77//Q96IT1
E."ENST00000414237";10_6266469_6266586-48=118=174//Q5R9C1
E."ENST00000244645";6_35103884_35103995-121=112=206//Q8WWU5
E."ENST00000244645";6_35103884_35103980-121=97=206//Q8WWU5
E."ENST00000311875";6_35107797_35108002-112=206=138//Q8WWU5
E."ENST00000414747";2_54587981_54588079-69=99=140//Q8N5S3
E."ENST00000357796";16_28769319_28769404-806=86=183//E9PJ23
E."ENST00000370457";X_147919171_147919257-45=87=37//Q7YQM1
E."ENST00000406316";2_50282093_50282182-320=90=172//P58400
E."ENST00000406316";2_50693599_50693625-120=27=174//Q9ULB1
E."ENST00000406316";2_51253509_51253607-18=99=1693//Q9ULB1
E."ENST00000434756";3_9960219_9960293-153=75=112//Q8NAC3
E."ENST00000434756";3_9960184_9960293-153=110=112//Q8NAC3
E."ENST00000514215";5_74130251_74130422-180=172=86//Q9Y6X4
E."ENST00000340954";20_47782534_47782822-139=289=75//O95793
E."ENST00000504937";17_7576525_7576657-107=133=74//P04637
E."ENST00000504937";17_7576525_7576584-107=60=74//P04637
E."ENST00000345877";11_102056749_102056862-116=114=194//P46936
E."ENST00000369963";6_76751610_76751843-167=234=257//Q17R60
E."ENST00000369950";6_76732260_76734730-104=2471=65//Q17R60
E."ENST00000480112";9_123279864_123280164-171=301=219//Q96SN8
E."ENST00000503627";4_145039867_145039905-86=39=99//P02724
E."ENST00000395591";22_51214200_51214279-98=80=80//Q5R573
E."ENST00000476441";4_74272346_74272478-106=133=133//P02768
E."ENST00000389336";3_7732897_7733015-247=119=54//P35400
E."ENST00000530500";11_46686399_46686509-94=111=137//A5A6N3
E."ENST00000281412";2_190593386_190593547-154=162=159//Q7Z5J8
E."ENST00000502803";4_146042756_146042965-59=210=111//P61222
E."ENST00000156476";19_51566843_51567118-187=276=95//Q9UKR3
E."ENST00000520671";5_154247252_154247352-194=101=162//Q9D8X5
E."ENST00000339686";19_35991280_35991321-72=42=48//Q6E0U4
E."ENST00000504676";5_148897357_148897440-140=84=99//P67829
E."ENST00000378880";11_35473436_35473486-213=51=108//Q5RDI1
E."ENST00000263710";2_122160171_122160239-3=69=64//Q6NYW6
E."ENST00000263710";2_122166600_122166623-245=24=104//Q7Z460
E."ENST00000263710";2_122202515_122202538-105=24=171//Q7Z460
E."ENST00000397587";2_122159444_122159446-164=3=64//Q99JD4
E."ENST00000373993";10_52610425_52610567-135=143=144//Q9NQ94
E."ENST00000367396";1_197704716_197704926-44=211=65//Q6P3S1
E."ENST00000259486";8_120584416_120584490-137=75=52//Q13822
E."ENST00000427067";8_120608087_120608242-109=156=73//Q13822
E."ENST00000446312";6_30859157_30859256-148=100=187//Q7YR43
E."ENST00000458521";12_57406405_57406521-75=117=54//Q9UHF0
E."ENST00000505113";5_427752_427805-137=54=200//A9YTQ3
E."ENST00000448265";7_76142401_76142480-226=80=130//Q9BT76
E."ENST00000256412";8_24247642_24247731-308=90=119//O15204
E."ENST00000356033";17_73145186_73145280-143=95=334//Q9UK76
E."ENST00000400246";22_32297728_32297788-172=61=83//O75140
E."ENST00000341032";1_160786384_160786653-342=270=102//Q9HBG7
E."ENST00000430547";22_45566869_45567058-79=190=84//Q9UKX7
E."ENST00000350743";X_153642438_153642527-86=90=81//Q6IV78
E."ENST00000541687";2_75923326_75923441-187=116=98//P16383
E."ENST00000451863";X_149880814_149880837-106=24=76//Q13613
E."ENST00000508698";4_186357438_186357513-138=76=180//A7E2U8
E."ENST00000367300";1_201757596_201757766-149=171=53//Q8NEY1
E."ENST00000268852";17_34857692_34857741-167=50=104//Q96H55
E."ENST00000361719";6_146747695_146747779-931=85=3724//Q13255
E."ENST00000366766";1_227198579_227198764-118=186=118//Q3UU96
E."ENST00000459775";2_85848330_85848449-70=120=95//Q3TIX9
E."ENST00000391735";19_54722230_54722282-156=53=38//O75022
E."ENST00000349314";22_36545094_36545419-127=326=261//O95236
E."ENST00000361710";22_36557532_36557594-121=63=1586//O95236
E."ENST00000449343";7_74194503_74194572-166=70=56//P14598
E."ENST00000471600";1_21930151_21930405-110=255=132//P47736
E."ENST00000369282";10_115986831_115987058-168=228=47//Q9BXT4
E."ENST00000398015";3_134696808_134696919-682=112=156//P54762
E."ENST00000517685";16_67201623_67201850-125=228=106//Q9ULV5
E."ENST00000419823";1_54651854_54651959-105=106=88//Q6IPT4
E."ENST00000483195";2_74459596_74459774-73=179=162//Q9BY07
E."ENST00000512805";5_180667216_180667327-96=112=148//P63245
E."ENST00000514213";4_76688671_76688682-77=12=101//P41541
E."ENST00000514213";4_76716489_76716509-212=21=111//O60763
E."ENST00000424558";2_204206920_204206953-237=34=168//Q9NYB9
E."ENST00000424558";2_204240780_204240855-168=76=177//Q9NYB9
E."ENST00000391623";15_42850396_42850488-128=93=70//Q5RE16
E."ENST00000256993";11_47364811_47364813-125=3=133//P56741
E."ENST00000353782";16_48209912_48209954-160=43=190//Q96J66
E."ENST00000382290";Y_27017746_27017817-72=72=72//Q13117
E."ENST00000382290";Y_27017746_27017817-72=72=72//Q13117
